,Date,Distance,Calories,Avg HR,Avg Run Cadence,Avg Pace,Best Pace,Avg Stride Length,Elapsed Time,Avg Speed,Best Speed,Count,isInjured
731,2019-09-28 18:29:00,3.01,284.0,155.0,152,8.25,5.616666666666667,1.28,24.866666666666667,7.2727272727272725,10.682492581602373,1,0
730,2019-09-29 18:49:00,4.06,363.0,164.0,150,7.466666666666667,5.416666666666667,1.43,30.316666666666666,8.035714285714285,11.076923076923077,1,0
729,2019-09-30 15:23:00,4.02,378.0,159.0,150,8.116666666666667,4.9,1.32,33.55,7.392197125256673,12.244897959183673,1,0
728,2019-10-01 15:15:00,1.93,169.0,168.0,152,7.1,6.433333333333334,1.48,16.716666666666665,8.450704225352114,9.32642487046632,1,0
726,2019-10-03 15:09:00,4.63,419.0,160.0,154,7.783333333333333,6.9,1.34,48.53333333333333,7.7087794432548185,8.695652173913043,1,0
725,2019-10-04 08:07:00,2.03,162.0,142.0,156,8.1,7.15,1.27,26.15,7.407407407407407,8.391608391608392,1,0
724,2019-10-04 08:46:00,2.37,174.0,148.0,160,7.0,5.566666666666666,1.43,34.4,8.571428571428571,10.778443113772456,1,0
723,2019-10-05 13:21:00,4.01,348.0,160.0,156,7.166666666666667,6.566666666666666,1.44,28.7,8.372093023255813,9.137055837563452,1,0
722,2019-10-06 17:30:00,6.01,549.0,162.0,154,7.433333333333334,5.766666666666667,1.4,44.7,8.071748878923767,10.404624277456648,1,0
721,2019-10-07 15:39:00,4.95,468.0,162.0,156,7.65,3.2333333333333334,1.36,41.13333333333333,7.8431372549019605,18.556701030927833,1,0
720,2019-10-08 15:14:00,1.49,137.0,150.0,154,8.116666666666667,6.666666666666667,1.29,14.583333333333334,7.392197125256673,9.0,1,0
719,2019-10-08 15:44:00,2.01,167.0,167.0,160,6.583333333333333,6.266666666666667,1.53,13.2,9.113924050632912,9.574468085106384,1,0
718,2019-10-09 15:56:00,5.01,460.0,164.0,154,7.4,5.55,1.41,39.233333333333334,8.108108108108107,10.81081081081081,1,0
717,2019-10-09 20:41:00,2.04,183.0,163.0,158,7.216666666666667,6.466666666666667,1.42,14.95,8.314087759815243,9.278350515463917,1,0
716,2019-10-10 15:13:00,3.86,364.0,161.0,154,7.733333333333333,6.566666666666666,1.35,30.283333333333335,7.758620689655173,9.137055837563452,1,0
715,2019-10-10 15:52:00,1.72,162.0,172.0,162,7.233333333333333,4.933333333333334,1.37,12.466666666666667,8.294930875576037,12.162162162162161,1,0
713,2019-10-11 09:18:00,1.91,162.0,154.0,156,7.583333333333333,6.566666666666666,1.36,17.216666666666665,7.912087912087912,9.137055837563452,1,0
710,2019-10-13 08:43:00,8.01,674.0,152.0,156,7.866666666666667,6.55,1.31,69.51666666666667,7.627118644067796,9.160305343511451,1,0
709,2019-10-14 15:46:00,4.07,390.0,161.0,154,7.666666666666667,6.683333333333334,1.36,32.55,7.826086956521739,8.977556109725686,1,0
708,2019-10-15 15:05:00,0.47,40.0,143.0,156,7.866666666666667,5.6,1.31,224.0,7.627118644067796,10.714285714285715,1,0
707,2019-10-15 15:22:00,1.83,168.0,152.0,154,7.85,6.966666666666667,1.32,17.3,7.643312101910828,8.61244019138756,1,0
706,2019-10-15 15:46:00,1.85,161.0,173.0,158,6.55,6.016666666666667,1.54,13.0,9.160305343511451,9.97229916897507,1,0
705,2019-10-15 16:11:00,1.39,108.0,156.0,166,6.516666666666667,4.766666666666667,1.49,19.133333333333333,9.207161125319693,12.587412587412588,1,0
704,2019-10-15 16:44:00,2.0,195.0,152.0,154,8.366666666666667,4.583333333333333,1.24,16.766666666666666,7.171314741035856,13.090909090909092,1,0
703,2019-10-16 15:31:00,3.83,354.0,159.0,156,7.616666666666667,5.883333333333333,1.35,29.2,7.877461706783369,10.19830028328612,1,0
702,2019-10-17 15:14:00,2.99,278.0,163.0,156,7.483333333333333,6.866666666666667,1.38,22.316666666666666,8.017817371937639,8.737864077669903,1,0
700,2019-10-18 15:48:00,2.11,188.0,162.0,156,7.233333333333333,5.883333333333333,1.42,20.15,8.294930875576037,10.19830028328612,1,0
697,2019-10-19 18:26:00,4.01,365.0,155.0,152,7.933333333333334,2.6,1.32,33.95,7.563025210084033,23.076923076923077,1,0
696,2019-10-20 08:22:00,7.05,614.0,154.0,156,7.783333333333333,5.333333333333333,1.32,73.08333333333333,7.7087794432548185,11.25,1,0
695,2019-10-20 09:39:00,0.3,25.0,141.0,158,8.033333333333333,6.416666666666667,1.27,146.3,7.468879668049793,9.35064935064935,1,0
694,2019-10-21 16:32:00,3.91,343.0,151.0,156,7.716666666666667,1.9166666666666665,1.34,30.55,7.775377969762419,31.30434782608696,1,0
693,2019-10-22 15:02:00,2.46,212.0,146.0,154,7.883333333333333,6.566666666666666,1.33,32.516666666666666,7.6109936575052854,9.137055837563452,1,0
692,2019-10-22 15:48:00,2.24,167.0,162.0,172,6.016666666666667,4.2,1.56,23.433333333333334,9.97229916897507,14.285714285714285,1,0
691,2019-10-23 15:47:00,6.68,593.0,158.0,154,7.5,6.333333333333333,1.39,52.86666666666667,8.0,9.473684210526317,1,0
690,2019-10-24 07:39:00,3.01,275.0,156.0,156,7.65,6.416666666666667,1.35,24.483333333333334,7.8431372549019605,9.35064935064935,1,0
689,2019-10-24 15:02:00,4.38,405.0,156.0,156,7.816666666666666,5.9,1.32,45.71666666666667,7.67590618336887,10.169491525423728,1,0
687,2019-10-25 15:36:00,2.82,205.0,154.0,162,6.233333333333333,3.466666666666667,1.59,38.583333333333336,9.62566844919786,17.307692307692307,1,0
686,2019-10-26 08:46:00,4.92,487.0,150.0,156,9.116666666666667,4.766666666666667,1.13,46.96666666666667,6.581352833638025,12.587412587412588,1,0
685,2019-10-28 15:17:00,3.09,277.0,154.0,154,7.666666666666667,6.833333333333333,1.36,24.533333333333335,7.826086956521739,8.78048780487805,1,0
684,2019-10-29 16:14:00,2.05,150.0,165.0,164,5.833333333333333,4.516666666666667,1.68,11.966666666666667,10.285714285714286,13.284132841328413,1,0
682,2019-10-30 17:15:00,2.52,209.0,147.0,156,7.633333333333333,6.95,1.35,28.916666666666668,7.860262008733625,8.633093525179856,1,0
681,2019-11-01 08:18:00,3.0,247.0,160.0,162,6.733333333333333,5.2,1.47,20.216666666666665,8.910891089108912,11.538461538461538,1,0
679,2019-11-03 14:01:00,7.57,683.0,159.0,156,7.733333333333333,3.1,1.33,64.43333333333334,7.758620689655173,19.35483870967742,1,0
678,2019-11-04 15:21:00,4.0,364.0,157.0,156,7.633333333333333,6.8,1.35,33.25,7.860262008733625,8.823529411764707,1,0
677,2019-11-07 15:15:00,2.13,202.0,158.0,156,7.866666666666667,6.833333333333333,1.32,16.716666666666665,7.627118644067796,8.78048780487805,1,0
676,2019-11-09 11:07:00,3.15,295.0,157.0,156,7.783333333333333,6.683333333333334,1.33,28.4,7.7087794432548185,8.977556109725686,1,0
675,2019-11-15 14:31:00,2.73,261.0,168.0,156,7.3,5.666666666666667,1.41,20.466666666666665,8.219178082191782,10.588235294117647,1,0
674,2019-11-17 13:24:00,4.61,428.0,159.0,154,7.616666666666667,6.133333333333334,1.37,35.13333333333333,7.877461706783369,9.782608695652174,1,0
673,2019-11-19 15:18:00,3.82,348.0,157.0,156,7.583333333333333,5.883333333333333,1.37,29.533333333333335,7.912087912087912,10.19830028328612,1,0
672,2019-11-20 15:49:00,4.16,378.0,158.0,154,7.5,5.266666666666667,1.39,31.933333333333334,8.0,11.39240506329114,1,0
671,2019-11-21 15:09:00,4.0,361.0,154.0,156,7.583333333333333,4.816666666666666,1.36,30.716666666666665,7.912087912087912,12.456747404844291,1,0
670,2019-11-22 15:47:00,1.03,98.0,154.0,154,7.866666666666667,3.8833333333333333,1.33,487.0,7.627118644067796,15.450643776824034,1,0
669,2019-11-22 16:03:00,4.48,425.0,168.0,158,7.166666666666667,5.35,1.41,32.13333333333333,8.372093023255813,11.214953271028039,1,0
666,2019-12-03 15:31:00,2.11,177.0,146.0,154,7.8,1.2666666666666666,1.34,27.516666666666666,7.6923076923076925,47.36842105263158,1,0
665,2019-12-07 08:46:00,8.01,754.0,162.0,156,7.666666666666667,4.083333333333333,1.35,62.13333333333333,7.826086956521739,14.693877551020408,1,0
663,2019-12-10 14:41:00,2.11,205.0,159.0,154,7.983333333333333,6.2,1.31,16.883333333333333,7.515657620041754,9.67741935483871,1,0
662,2019-12-10 15:04:00,3.34,291.0,164.0,160,6.966666666666667,5.333333333333333,1.44,23.283333333333335,8.61244019138756,11.25,1,0
661,2019-12-10 15:33:00,3.0,292.0,159.0,156,8.05,5.166666666666667,1.29,27.633333333333333,7.453416149068322,11.61290322580645,1,0
660,2019-12-11 15:14:00,7.0,659.0,170.0,158,7.35,5.633333333333333,1.39,56.483333333333334,8.16326530612245,10.650887573964498,1,0
659,2019-12-12 12:40:00,4.95,444.0,160.0,160,7.783333333333333,5.8,1.3,44.483333333333334,7.7087794432548185,10.344827586206897,1,0
